Longitude,Latitude,Pixel,Scan
162.789814,21.2738594,2300,1900
162.769442,21.2746052,2400,1900
162.749069,21.2753485,2500,1900
162.728696,21.2760893,2600,1900
162.708321,21.2768278,2700,1900
162.687945,21.2775638,2800,1900
162.667567,21.2782973,2900,1900
162.647189,21.2790284,3000,1900
162.626809,21.2797572,3100,1900
162.606427,21.2804834,3200,1900
162.586044,21.2812073,3300,1900
162.565659,21.2819288,3400,1900
162.545272,21.2826478,3500,1900
162.524883,21.2833645,3600,1900
162.504492,21.2840787,3700,1900
162.484099,21.2847905,3800,1900
162.463704,21.2854999,3900,1900
162.44351,21.2861999,3999,1900
163.257528,21.2397433,0,2000
163.237149,21.2405458,100,2000
163.216771,21.2413457,200,2000
163.196395,21.2421431,300,2000
163.17602,21.242938,400,2000
163.155646,21.2437303,500,2000
163.135274,21.2445201,600,2000
163.114902,21.2453074,700,2000
163.094532,21.2460923,800,2000
163.074162,21.2468746,900,2000
163.053793,21.2476544,1000,2000
163.033424,21.2484317,1100,2000
163.013056,21.2492065,1200,2000
162.992689,21.2499788,1300,2000
162.972322,21.2507487,1400,2000
162.951955,21.2515161,1500,2000
162.931588,21.252281,1600,2000
162.911221,21.2530434,1700,2000
162.890854,21.2538034,1800,2000
162.870487,21.2545609,1900,2000
162.850119,21.2553159,2000,2000
162.829751,21.2560685,2100,2000
162.809382,21.2568186,2200,2000
162.789013,21.2575663,2300,2000
162.768644,21.2583116,2400,2000
162.748273,21.2590544,2500,2000
162.727901,21.2597947,2600,2000
162.707529,21.2605326,2700,2000
162.687155,21.2612681,2800,2000
162.66678,21.2620012,2900,2000
162.646403,21.2627318,3000,2000
162.626026,21.2634601,3100,2000
162.605646,21.2641859,3200,2000
162.585265,21.2649092,3300,2000
162.564882,21.2656302,3400,2000
162.544498,21.2663488,3500,2000
